1_min_bucket,day_of_week,hour_of_day,currency,volume,buy_exchange,buy_price,total_purchase_amount,sell_exchange,sell_price,total_sale_amount,profit,spread_percentage,wallet_balance,price_difference,is_profitable,gold_close,spy_close,broad_crypto_market_index
2024-04-07 23:34:00,Sunday,23,solana,2.5320702616018704,Poloniex,179.024,453.3013465130133,Binanceus,179.66,454.9117431993921,1.610396686378806,0.3552596299937414,2568.7076302404084,0.6359999999999957,0,17.95,518.51,3622.58
2024-04-07 23:34:00,Sunday,23,solana,2.5350338495107603,Poloniex,178.91,453.5429060159701,Binanceus,179.66,455.4441814031032,1.9012753871330688,0.4192051869655134,2570.0764674238308,0.75,0,17.95,518.51,3622.58
2024-04-07 23:35:00,Sunday,23,solana,2.5359758673866204,Poloniex,178.956,453.82809732404,Binanceus,179.66,455.6134243346802,1.7853270106401735,0.3933927892889916,2571.692551502894,0.7040000000000077,0,17.95,518.51,3622.58
2024-04-07 23:35:00,Sunday,23,solana,2.5374723193166817,Poloniex,178.956,454.0958963756361,Binanceus,179.66,455.882276888435,1.786380512798928,0.3933927892889916,2573.2100794619378,0.7040000000000077,0,17.95,518.51,3622.58
2024-04-07 23:35:00,Sunday,23,solana,2.538033612922188,Poloniex,179.022,454.36385345255593,Binanceus,179.66,455.9831188976003,1.619265445044391,0.3563807800158668,2574.728502897817,0.6380000000000052,0,17.95,518.51,3622.58
2024-04-07 23:36:00,Sunday,23,solana,2.5418609281027047,Poloniex,178.848,454.6067432693126,Binanceus,179.66,456.6707343429319,2.06399107361932,0.454016818751109,2576.1048785261046,0.8119999999999834,0,17.95,518.51,3622.58
2024-04-07 23:39:00,Sunday,23,ethereum,0.1763287767917786,Binanceus,3439.91,606.5551225738074,Bitstamp,3448.6,608.0874196441279,1.53229707032051,0.2526228883895234,2426.2204902952294,8.690000000000055,0,17.95,518.51,3622.58
2024-04-07 23:39:00,Sunday,23,solana,2.538751496634032,Poloniex,179.189,454.9163419303555,Binanceus,179.66,456.1120938852701,1.1957519549146127,0.262850956252897,1971.304148364874,0.47100000000000364,0,17.95,518.51,3622.58
2024-04-07 23:39:00,Sunday,23,ethereum,0.1764879015026176,Binanceus,3439.9,607.1007323788544,Bitstamp,3448.6,608.6361771219272,1.5354447430727305,0.2529143289049047,2428.402929515418,8.699999999999818,0,17.95,518.51,3622.58
2024-04-07 23:40:00,Sunday,23,ethereum,0.1765766608217857,Binanceus,3439.91,607.407821327469,Bitstamp,3451.6,609.4720024924758,2.064181165006744,0.339834472413524,2429.631285309876,11.690000000000055,0,17.95,518.51,3622.58
2024-04-07 23:40:00,Sunday,23,ethereum,0.1766740760563519,Binanceus,3440.35,607.8206575604703,Kraken,3451.36,609.7658391378508,1.945181577380481,0.3200255787928617,2431.282630241881,11.010000000000218,0,17.95,518.51,3622.58
2024-04-07 23:41:00,Sunday,23,ethereum,0.1767671180838849,Binanceus,3440.74,608.2096938759464,Kraken,3456.59,611.011452697576,2.801758821629619,0.4606567191941375,2432.8387755037857,15.850000000000364,0,17.95,518.51,3622.58
2024-04-07 23:41:00,Sunday,23,xrp,769.2365436879593,Binanceus,0.593,456.1572704069598,Kraken,0.59455,457.3495870496762,1.1923166427163778,0.2613827993254724,1976.6815050968255,0.0015500000000000513,0,17.95,518.51,3622.58
2024-04-07 23:41:00,Sunday,23,ethereum,0.1767255189154067,Binanceus,3446.07,609.0085089688157,Bitstamp,3455.0,610.5866678527302,1.5781588839145115,0.2591357691515215,2436.034035875263,8.929999999999836,0,17.95,518.51,3622.58
2024-04-07 23:42:00,Sunday,23,ethereum,0.1768171107219524,Binanceus,3446.07,609.3241407455986,Kraken,3456.59,611.1842567503935,1.860116004794918,0.3052752845995578,2437.2965629823943,10.519999999999982,0,17.95,518.51,3622.58
2024-04-07 23:42:00,Sunday,23,ethereum,0.1769250665095478,Binanceus,3446.07,609.6961639465575,Gemini,3457.12,611.6511859314879,1.955021984930454,0.3206551230822277,2438.78465578623,11.049999999999727,0,17.95,518.51,3622.58
2024-04-07 23:56:00,Sunday,23,polygon,1006.080422730118,Binanceus,0.9096,915.1307525153154,Gemini,0.91196,917.5051023129586,2.3743497976431627,0.2594547053649987,2135.305089202403,0.0023600000000000287,0,17.95,518.51,3622.58
2024-04-08 00:00:00,Monday,0,solana,2.555280117447542,Poloniex,179.206,457.9215287273042,Binanceus,179.66,459.0816259006254,1.1600971733211622,0.2533397319286228,2594.888662788057,0.45400000000000773,0,17.95,518.51,3885.83
2024-04-08 00:00:00,Monday,0,solana,2.55884989332884,Poloniex,179.024,458.0955433033023,Binanceus,179.76,459.9788568247923,1.8833135214899808,0.4111180623826917,2595.87474538538,0.73599999999999,0,17.95,518.51,3885.83
2024-04-08 00:01:00,Monday,0,solana,2.560313465366671,Poloniex,179.032,458.3780403315258,Binanceus,179.66,459.98591718777607,1.6078768562502432,0.3507752803967927,2597.475561878646,0.6279999999999859,0,17.95,518.51,3885.83
2024-04-08 00:01:00,Monday,0,solana,2.561660607377247,Poloniex,179.032,458.6192218599633,Binanceus,179.66,460.22794472139617,1.6087228614328524,0.3507752803967927,2598.842257206459,0.6279999999999859,0,17.95,518.51,3885.83
2024-04-08 00:02:00,Monday,0,solana,2.564827871156079,Poloniex,178.905,458.8605302891783,Binanceus,179.66,460.79697533190114,1.9364450427228237,0.4220116821776895,2600.2096716386773,0.7549999999999955,0,17.95,518.51,3885.83
2024-04-08 00:02:00,Monday,0,solana,2.564430353348228,Poloniex,179.046,459.1509970455868,Binanceus,179.66,460.7255572825426,1.57456023695579,0.3429286328652996,2601.855649924992,0.6140000000000043,0,17.95,518.51,3885.83
2024-04-08 00:03:00,Monday,0,solana,2.5677142071171946,Poloniex,178.909,459.38718108113017,Binanceus,179.66,461.3155344506752,1.9283533695449933,0.4197664734585766,2603.194026126404,0.7510000000000048,0,17.95,518.51,3885.83
2024-04-08 00:03:00,Monday,0,solana,2.5701929230052274,Poloniex,178.849,459.6764340865618,Binanceus,179.66,461.7608605471192,2.0844264605572675,0.4534551493159073,2604.8331264905173,0.811000000000007,0,17.95,518.51,3885.83
2024-04-08 00:04:00,Monday,0,solana,2.5745754539512022,Poloniex,178.666,459.9890980556455,Binanceus,179.29,461.595633138911,1.6065350832654983,0.3492550345337082,2606.604888981991,0.6239999999999952,0,17.95,518.51,3885.83
2024-04-08 00:04:00,Monday,0,solana,2.5772354506206927,Bitstamp,178.5751,460.2300783181352,Binanceus,179.29,462.072543941784,1.8424656236487635,0.4003357690965874,2607.9704438027666,0.7149000000000001,0,17.95,518.51,3885.83
2024-04-08 00:05:00,Monday,0,solana,2.5798391511673966,Poloniex,178.502,460.5064481616826,Binanceus,179.29,462.5393614128025,2.032913251119851,0.441451636396221,2609.536539582868,0.7879999999999825,0,17.95,518.51,3885.83
2024-04-08 00:05:00,Monday,0,solana,2.581547462489779,Poloniex,178.502,460.81138514935054,Binanceus,179.29,462.8456445497925,2.034259400441897,0.441451636396221,2611.26451584632,0.7879999999999825,0,17.95,518.51,3885.83
2024-04-08 00:06:00,Monday,0,solana,2.5848787715646444,Kraken,178.39,461.11652405941686,Binanceus,179.29,463.4429149538251,2.3263908944082345,0.5045125847861459,2612.9936363366955,0.9000000000000057,0,17.95,518.51,3885.83
2024-04-08 00:06:00,Monday,0,solana,2.585828948733315,Bitstamp,178.4594,461.4654826935781,Binanceus,179.29,463.613272218396,2.147789524817881,0.465427990904376,2614.9710685969426,0.830600000000004,0,17.95,518.51,3885.83
2024-04-08 00:07:00,Monday,0,solana,2.585886723722145,Kraken,178.58,461.7876511223007,Binanceus,179.29,463.6236306961434,1.8359795738426783,0.397580916116015,2616.796689693038,0.7099999999999795,0,17.95,518.51,3885.83
2024-04-08 00:07:00,Monday,0,solana,2.586849446077579,Kraken,178.62,462.0630480583772,Binanceus,179.29,463.79623718724906,1.7331891288719137,0.3750979733512414,2618.357272330804,0.6699999999999875,0,17.95,518.51,3885.83
2024-04-08 00:08:00,Monday,0,solana,2.588348401483106,Poloniex,178.617,462.32302642770793,Binanceus,179.29,464.0649849019061,1.7419584741981566,0.3767838447628175,2619.830483090345,0.6730000000000018,0,17.95,518.51,3885.83
2024-04-08 00:08:00,Monday,0,solana,2.59192989448615,Poloniex,178.471,462.5843201988377,Binanceus,179.29,464.7071107824218,2.1227905835841057,0.458898084282594,2621.311147793413,0.8189999999999884,0,17.95,518.51,3885.83
2024-04-08 00:09:00,Monday,0,solana,2.5920568893282545,Bitstamp,178.5851,462.90273878637527,Binanceus,179.29,464.72987968766273,1.827140901287464,0.3947137807129378,2623.11551978946,0.7048999999999808,0,17.95,518.51,3885.83
2024-04-08 00:09:00,Monday,0,solana,2.5952642456523134,Poloniex,178.47,463.1768099215684,Binanceus,179.29,465.30492660300325,2.1281166814349035,0.4594609738331334,2624.6685895555543,0.8199999999999932,0,17.95,518.51,3885.83
2024-04-08 00:10:00,Monday,0,solana,2.5962818652150346,Poloniex,178.523,463.4960274237836,Binanceus,179.29,465.4873756144035,1.991348190619874,0.4296365174235229,2626.477488734774,0.7669999999999959,0,17.95,518.51,3885.83
2024-04-08 00:10:00,Monday,0,solana,2.600373013968482,Poloniex,178.357,463.7947296523766,Binanceus,179.29,466.2208776744092,2.426148022032578,0.5231081482644319,2628.1701346968007,0.9329999999999927,0,17.95,518.51,3885.83
2024-04-08 00:11:00,Monday,0,solana,2.6020924652323507,Poloniex,178.379,464.1586518556815,Binanceus,179.29,466.5291580915081,2.3705062358266678,0.5107103414639624,2630.2323605155284,0.9110000000000014,0,17.95,518.51,3885.83
2024-04-08 00:11:00,Monday,0,solana,2.6003845192629997,Bitstamp,178.6329,464.5142277910554,Binanceus,179.29,466.2229404586631,1.7087126676076991,0.3678493715323356,2632.247290815981,0.6570999999999856,0,17.95,518.51,3885.83
2024-04-08 00:12:00,Monday,0,solana,2.59967856970129,Kraken,178.78,464.77053469119664,Binanceus,179.29,466.09637076174425,1.325836070547609,0.2852668083678212,2633.699696583448,0.5099999999999909,0,17.95,518.51,3885.83
2024-04-08 00:12:00,Monday,0,solana,2.601780574901399,Poloniex,178.712,464.9694101017788,Binanceus,179.29,466.47323927407183,1.503829172293024,0.3234253995254952,2634.826657243413,0.578000000000003,0,17.95,518.51,3885.83
2024-04-08 00:12:00,Monday,0,solana,2.60205271550298,Kraken,178.78,465.1949844776228,Binanceus,179.29,466.5220313625293,1.3270468849065082,0.2852668083678212,2636.1049120398625,0.5099999999999909,0,17.95,518.51,3885.83
2024-04-08 00:13:00,Monday,0,solana,2.6031661344130144,Kraken,178.78,465.3940415103587,Binanceus,179.29,466.7216562389093,1.3276147285506,0.2852668083678212,2637.2329018920327,0.5099999999999909,0,17.95,518.51,3885.83
2024-04-08 00:13:00,Monday,0,solana,2.6048774118666955,Poloniex,178.739,465.5931837196413,Binanceus,179.29,467.0284711735798,1.4352874539385423,0.3082707187575111,2638.361374411301,0.5509999999999877,0,17.95,518.51,3885.83
2024-04-08 00:14:00,Monday,0,solana,2.6060819230147425,Poloniex,178.739,465.8084768377321,Binanceus,179.29,467.24442797731314,1.43595113958105,0.3082707187575111,2639.5813687471486,0.5509999999999877,0,17.95,518.51,3885.83
2024-04-08 00:14:00,Monday,0,solana,2.607286991136065,Poloniex,178.739,466.0238695086693,Binanceus,179.29,467.4604846407851,1.4366151321158895,0.3082707187575111,2640.8019272157926,0.5509999999999877,0,17.95,518.51,3885.83
2024-04-08 00:15:00,Monday,0,solana,2.6084926164882125,Poloniex,178.739,466.2393617784866,Binanceus,179.29,467.6766412101716,1.437279431684999,0.3082707187575111,2642.0230500780917,0.5509999999999877,0,17.95,518.51,3885.83
2024-04-08 00:15:00,Monday,0,solana,2.6126221928723665,Poloniex,178.539,466.4549536932394,Binanceus,179.29,468.4170329600866,1.962079266847184,0.420636387567985,2643.2447375950237,0.7510000000000048,0,17.95,518.51,3885.83
2024-04-08 00:16:00,Monday,0,solana,2.614402428629734,Kraken,178.53,466.7492655832664,Binanceus,179.29,468.736211429025,1.9869458457585552,0.4256987621128051,2644.912504971843,0.7599999999999909,0,17.95,518.51,3885.83
2024-04-08 00:18:00,Monday,0,solana,2.618712124811496,Kraken,178.35,467.04730746013024,Binanceus,178.87,468.4090377650323,1.3617303049020393,0.2915615363050239,2646.601408940738,0.5200000000000102,0,17.95,518.51,3885.83
2024-04-08 00:18:00,Monday,0,solana,2.6197252003311613,Poloniex,178.359,467.2515670058656,Binanceus,178.87,468.5902465832348,1.3386795773691915,0.2865008213771077,2647.7588796999053,0.5109999999999957,0,17.95,518.51,3885.83
2024-04-08 00:19:00,Monday,0,solana,2.620851030463677,Poloniex,178.359,467.45236894247097,Binanceus,178.86,468.7654153087333,1.3130463662623129,0.2808941516828445,2648.896757340669,0.5010000000000048,0,17.95,518.51,3885.83
2024-04-08 00:19:00,Monday,0,solana,2.6251786566599886,Kraken,178.14,467.6493258974104,Binanceus,178.86,469.5394545302056,1.8901286327952675,0.4041764904008237,2650.012846751992,0.7200000000000273,0,17.95,518.51,3885.83
2024-04-08 00:20:00,Monday,0,solana,2.62660507025678,Bitstamp,178.1512,467.9328451923296,Binanceus,178.66,469.2692618520763,1.3364166597466465,0.2856000969962638,2651.619456089868,0.5088000000000079,0,17.95,518.51,3885.83
2024-04-08 00:20:00,Monday,0,solana,2.62866283910927,Poloniex,178.088,468.1333076912916,Binanceus,178.66,469.63690283526216,1.5035951439705286,0.3211895242801327,2652.755410250653,0.5720000000000027,0,17.95,518.51,3885.83
2024-04-08 00:21:00,Monday,0,solana,2.6309634248384275,Poloniex,178.018,468.3588469628872,Binanceus,178.66,470.0479254816335,1.6890785187462711,0.3606376883236503,2654.033466123028,0.6419999999999959,0,17.95,518.51,3885.83
2024-04-08 00:21:00,Monday,0,solana,2.632209227325165,Gemini,178.03,468.6122087406991,Binanceus,178.66,470.270500553914,1.6582918132148734,0.3538729427624532,2655.4691828639616,0.6299999999999955,0,17.95,518.51,3885.83
2024-04-08 00:22:00,Monday,0,solana,2.635027327619687,Poloniex,177.934,468.86095251268137,Binanceus,178.49,470.3260277068379,1.4650751941565543,0.3124754122315081,2656.8787309051945,0.5560000000000116,0,17.95,518.51,3885.83
2024-04-08 00:22:00,Monday,0,solana,2.6390358981687725,Poloniex,177.747,469.0807137918048,Binanceus,178.49,471.04151746414425,1.960803672339409,0.4180098679583874,2658.1240448202275,0.742999999999995,0,17.95,518.51,3885.83
2024-04-08 00:29:00,Monday,0,solana,2.6448420805027144,Poloniex,177.468,469.3748343426557,Binanceus,178.12,471.0992713791435,1.7244370364878137,0.3673901773841003,2659.7907279417163,0.6520000000000152,0,17.95,518.51,3885.83
2024-04-08 00:30:00,Monday,0,solana,2.646911123437408,Gemini,177.427,469.633499898129,Binanceus,178.12,471.4678093066712,1.83430940854214,0.390583169416161,2661.2564994227305,0.693000000000012,0,17.95,518.51,3885.83
2024-04-08 00:30:00,Monday,0,solana,2.6495968238657253,Poloniex,177.351,469.90864630941024,Binanceus,178.12,471.94618626696297,2.037539957552724,0.4336034192082398,2662.8156624199914,0.7690000000000055,0,17.95,518.51,3885.83
2024-04-08 00:31:00,Monday,0,solana,2.6504832239034712,Poloniex,177.407,470.2142773030432,Binanceus,177.86,471.41494620347146,1.2006689004282975,0.2553450540283094,2664.5475713839114,0.45300000000000296,0,17.95,518.51,3885.83
2024-04-08 00:31:00,Monday,0,solana,2.651558190324332,Gemini,177.403,470.3943776381074,Binanceus,177.86,471.6061397310857,1.2117620929782902,0.2576055647311613,2665.5681399492755,0.45700000000002206,0,17.95,518.51,3885.83
2024-04-08 00:32:00,Monday,0,solana,2.6527652051405943,Bitstamp,177.3908,470.5761419520542,Binanceus,177.86,471.8208193863061,1.2446774342519689,0.2645007520119423,2666.5981377283074,0.4692000000000007,0,17.95,518.51,3885.83
2024-04-08 00:33:00,Monday,0,solana,2.655850856490322,Poloniex,177.255,470.762843567192,Binanceus,177.86,472.3696333353687,1.606789768176725,0.3413161829003516,2667.6561135474217,0.6050000000000182,0,17.95,518.51,3885.83
2024-04-08 00:33:00,Monday,0,solana,2.658635482233114,Kraken,177.16,471.0038620324185,Binanceus,177.86,472.8649068699817,1.8610448375632127,0.3951230526078217,2669.021884850372,0.700000000000017,0,17.95,518.51,3885.83
2024-04-08 00:34:00,Monday,0,solana,2.6616986166239487,Gemini,177.061,471.283018758053,Binanceus,177.61,472.7442912985796,1.4612725405265792,0.3100626337815818,2670.6037729623004,0.5490000000000066,0,17.95,518.51,3885.83
2024-04-08 00:34:00,Monday,0,solana,2.6644413720488243,Gemini,176.961,471.5022096391321,Binanceus,177.63,473.28472091703264,1.7825112779005965,0.3780494007154021,2671.845854621748,0.6689999999999827,0,17.95,518.51,3885.83
2024-04-08 00:35:00,Monday,0,solana,2.665018592673365,Poloniex,177.023,471.76958633081705,Binanceus,177.62,473.3606024306431,1.5910160998260494,0.3372443128859009,2673.3609892079635,0.5970000000000084,0,17.95,518.51,3885.83
2024-04-08 00:35:00,Monday,0,solana,2.666984432008854,Poloniex,176.982,472.00823874579095,Binanceus,177.6,473.6564351247724,1.6481963789814813,0.3491880530223384,2674.713352892816,0.617999999999995,0,17.95,518.51,3885.83
2024-04-08 00:36:00,Monday,0,solana,2.668878988876106,Poloniex,176.949,472.2554682026382,Binanceus,177.57,473.9128420547302,1.6573738520920074,0.3509485784039361,2676.1143198149502,0.6209999999999809,0,17.95,518.51,3885.83
2024-04-08 00:36:00,Monday,0,solana,2.670283947806724,Poloniex,176.949,472.5040742804521,Binanceus,177.57,474.16232061204,1.658246331587918,0.3509485784039361,2677.5230875892285,0.6209999999999809,0,17.95,518.51,3885.83
2024-04-08 00:37:00,Monday,0,solana,2.6654984846086505,Kraken,177.36,472.7528112301903,Binanceus,177.84,474.0322505028024,1.2794392726121373,0.2706359945872743,2678.9325969710785,0.47999999999998977,0,17.95,518.51,3885.83
2024-04-08 00:39:00,Monday,0,solana,2.659951671640826,Poloniex,177.802,472.9447271210821,Binanceus,178.31,474.29598257027567,1.3512554491935589,0.2857110718664636,2680.020120352799,0.5080000000000098,0,17.95,518.51,3885.83
2024-04-08 00:40:00,Monday,0,solana,2.661870129049008,Gemini,177.75,473.1474154384612,Binanceus,178.22,474.39849439911416,1.2510789606529895,0.2644163150492258,2681.1686874846137,0.46999999999999886,0,17.95,518.51,3885.83
2024-04-08 00:40:00,Monday,0,solana,2.664709860793213,Poloniex,177.631,473.3350772825592,Binanceus,178.1,474.5848262072712,1.2497489247119802,0.2640304901734461,2682.232104601169,0.4689999999999941,0,17.95,518.51,3885.83
2024-04-08 00:42:00,Monday,0,solana,2.664655128562877,Poloniex,177.705,473.522539621266,Binanceus,178.23,474.9214835637615,1.398943942495464,0.2954334430657422,2683.2943911871744,0.5249999999999773,0,17.95,518.51,3885.83
2024-04-08 00:42:00,Monday,0,solana,2.6671117059601417,Poloniex,177.62,473.7323812126404,Binanceus,178.23,475.359319353276,1.626938140635616,0.3434297939421153,2684.483493538295,0.6099999999999852,0,17.95,518.51,3885.83
2024-04-08 00:43:00,Monday,0,solana,2.6680650608717,Poloniex,177.648,473.9764219337357,Binanceus,178.17,475.3691518955107,1.3927299617750464,0.2938395028370662,2685.8663909578354,0.5219999999999914,0,17.95,518.51,3885.83
2024-04-08 00:43:00,Monday,0,solana,2.668084576891275,Poloniex,177.725,474.18533142800186,Binanceus,178.17,475.37262906471847,1.1872976367166077,0.2503868335912185,2687.050211425344,0.4449999999999932,0,17.95,518.51,3885.83
2024-04-08 00:44:00,Monday,0,solana,2.6702886434941,Poloniex,177.645,474.3634260735094,Binanceus,178.2,475.8454362706486,1.482010197139175,0.3124208393143507,2688.0594144165534,0.5549999999999784,0,17.95,518.51,3885.83
2024-04-08 00:44:00,Monday,0,solana,2.6715400242229177,Poloniex,177.645,474.5857276030802,Binanceus,178.16,475.961570715555,1.3758431124747972,0.2899040220664732,2689.3191230841217,0.5149999999999864,0,17.95,518.51,3885.83
2024-04-08 00:45:00,Monday,0,solana,2.6741920632959992,Poloniex,177.546,474.79210406995145,Binanceus,178.16,476.4340579968152,1.6419539268637775,0.345825870478639,2690.488589729725,0.6140000000000043,0,17.95,518.51,3885.83
2024-04-08 00:45:00,Monday,0,solana,2.674795871344165,Poloniex,177.598,475.038397158981,Binanceus,178.21,476.67537223224366,1.6369750732626471,0.3445984752080511,2691.88425056756,0.6119999999999948,0,17.95,518.51,3885.83
2024-04-08 00:46:00,Monday,0,solana,2.6774297575977832,Poloniex,177.515,475.28394341997046,Binanceus,178.05,476.7163683402853,1.4324249203148725,0.3013829817198687,2693.2756793798326,0.535000000000025,0,17.95,518.51,3885.83
2024-04-08 00:47:00,Monday,0,solana,2.671191546306487,Kraken,178.01,475.4988071580177,Binanceus,178.48,476.7542671847818,1.2554600267640694,0.2640301106679394,2694.4932405621003,0.46999999999999886,0,17.95,518.51,3885.83
2024-04-08 00:47:00,Monday,0,solana,2.6736012036984733,Poloniex,177.92,475.6871261620323,Binanceus,178.37,476.8902467036967,1.2031205416643616,0.2529226618705132,2695.56038158485,0.45000000000001705,0,17.95,518.51,3885.83
2024-04-08 00:48:00,Monday,0,solana,2.6776103794333923,Poloniex,177.721,475.8675942432819,Binanceus,178.44,477.7927961060945,1.925201862812571,0.4045667084925214,2696.5830340452644,0.7189999999999941,0,17.95,518.51,3885.83
2024-04-08 00:48:00,Monday,0,solana,2.678331061939711,Poloniex,177.781,476.1563745227038,Binanceus,178.37,477.7339115181863,1.5775369954824896,0.331306495069776,2698.219455628655,0.5889999999999986,0,17.95,518.51,3885.83
2024-04-08 00:49:00,Monday,0,solana,2.679662084654863,Poloniex,177.781,476.3930050720263,Binanceus,178.43,478.13210576496726,1.7391006929410082,0.3650558833621145,2699.560362074815,0.6490000000000009,0,17.95,518.51,3885.83
2024-04-08 00:49:00,Monday,0,solana,2.6801947233007057,Poloniex,177.843,476.65387017596737,Binanceus,178.43,478.227144478545,1.5732743025776017,0.3300664068869832,2701.0385976638154,0.5870000000000175,0,17.95,518.51,3885.83
2024-04-08 00:49:00,Monday,0,solana,2.6830454328259723,Poloniex,177.742,476.8898613213539,Binanceus,178.43,478.7357965791383,1.845935257784333,0.3870778994272691,2702.375880821006,0.6880000000000166,0,17.95,518.51,3885.83
2024-04-08 00:50:00,Monday,0,solana,2.686840499172391,Poloniex,177.594,477.1667516100216,Binanceus,178.4,479.3323450523546,2.165593442332977,0.4538441614018557,2703.944925790123,0.8060000000000116,0,17.95,518.51,3885.83
2024-04-08 00:50:00,Monday,0,solana,2.687822069385711,Poloniex,177.65,477.4915906263716,Binanceus,178.24,479.0774056473092,1.5858150209375594,0.3321137067267117,2705.785680216106,0.5900000000000034,0,17.95,518.51,3885.83
2024-04-08 00:51:00,Monday,0,solana,2.6921009313830595,Poloniex,177.456,477.7294628795122,Binanceus,178.24,479.84007000971656,2.1106071302043574,0.4417996573798689,2707.1336229839026,0.7840000000000202,0,17.95,518.51,3885.83
2024-04-08 00:51:00,Monday,0,solana,2.696620264158954,Poloniex,177.276,478.04605394904274,Binanceus,178.21,480.5646972757672,2.5186433267244865,0.5268620681874576,2708.927639044576,0.9339999999999975,0,17.95,518.51,3885.83
2024-04-08 00:52:00,Monday,0,solana,2.6976101090383,Poloniex,177.351,478.4238504480515,Binanceus,178.21,480.7410975317154,2.317247083663915,0.4843502433028338,2711.068485872292,0.8590000000000089,0,17.95,518.51,3885.83
2024-04-08 00:52:00,Monday,0,solana,2.698930834421883,Poloniex,177.393,478.77143751060106,Binanceus,178.21,480.9764640023238,2.20502649172272,0.460559323084906,2713.038145893406,0.8170000000000073,0,17.95,518.51,3885.83
2024-04-08 00:53:00,Monday,0,solana,2.699364975938292,Poloniex,177.487,479.10219148435954,Binanceus,178.21,481.053832361963,1.9516408776034384,0.4073537780231866,2714.9124184113707,0.7230000000000132,0,17.95,518.51,3885.83
2024-04-08 00:53:00,Monday,0,solana,2.6987639689025253,Poloniex,177.635,479.3949376160001,Binanceus,178.21,480.94672689811904,1.551789282118989,0.3236974695302261,2716.571313157334,0.575000000000017,0,17.95,518.51,3885.83
2024-04-08 00:54:00,Monday,0,solana,2.7008649814921357,Poloniex,177.583,479.6277060083178,Binanceus,178.25,481.4291829509731,1.801476942655256,0.375599015671546,2717.8903340471347,0.6670000000000016,0,17.95,518.51,3885.83
2024-04-08 00:54:00,Monday,0,solana,2.70112417429174,Poloniex,177.666,479.89792754971626,Binanceus,178.25,481.4753840675026,1.577456517786345,0.3287066743214814,2719.421589448392,0.5840000000000032,0,17.95,518.51,3885.83
2024-04-08 00:55:00,Monday,0,solana,2.7024559906081307,Poloniex,177.666,480.13454602738415,Binanceus,178.28,481.7938540056176,1.6593079782334144,0.3455922911530649,2720.76242748851,0.6140000000000043,0,17.95,518.51,3885.83
