hour_of_day,volume,buy_price,total_purchase_amount,sell_price,total_sale_amount,price_difference,is_profitable,gold_close,spy_close,broad_crypto_market_index,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,currency_bitcoin,currency_ethereum,currency_polygon,currency_solana,currency_xrp,buy_exchange_Binanceus,buy_exchange_Bitstamp,buy_exchange_Gemini,buy_exchange_Kraken,buy_exchange_Poloniex,sell_exchange_Binanceus,sell_exchange_Bitstamp,sell_exchange_Gemini,sell_exchange_Kraken,sell_exchange_Poloniex
0,2.5952642456523134,178.47,463.1768099215684,179.29,465.30492660300325,0.8199999999999932,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.5962818652150346,178.523,463.4960274237836,179.29,465.4873756144035,0.7669999999999959,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.600373013968482,178.357,463.7947296523766,179.29,466.2208776744092,0.9329999999999928,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6020924652323507,178.379,464.1586518556815,179.29,466.5291580915081,0.9110000000000014,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.600384519263,178.6329,464.5142277910554,179.29,466.2229404586631,0.6570999999999856,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.59967856970129,178.78,464.77053469119664,179.29,466.09637076174425,0.5099999999999909,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.601780574901399,178.712,464.9694101017788,179.29,466.47323927407183,0.578000000000003,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.60205271550298,178.78,465.1949844776228,179.29,466.5220313625293,0.5099999999999909,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.6031661344130144,178.78,465.3940415103587,179.29,466.7216562389093,0.5099999999999909,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.6048774118666955,178.739,465.5931837196413,179.29,467.0284711735798,0.5509999999999877,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6060819230147425,178.739,465.8084768377321,179.29,467.24442797731314,0.5509999999999877,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.607286991136065,178.739,466.0238695086693,179.29,467.4604846407851,0.5509999999999877,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6084926164882125,178.739,466.2393617784866,179.29,467.6766412101716,0.5509999999999877,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6126221928723665,178.539,466.4549536932394,179.29,468.4170329600866,0.7510000000000048,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.614402428629734,178.53,466.7492655832664,179.29,468.736211429025,0.7599999999999909,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.618712124811496,178.35,467.04730746013024,178.87,468.4090377650323,0.5200000000000102,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.6197252003311613,178.359,467.2515670058656,178.87,468.5902465832348,0.5109999999999957,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.620851030463677,178.359,467.45236894247097,178.86,468.7654153087333,0.5010000000000048,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6251786566599886,178.14,467.6493258974104,178.86,469.5394545302056,0.7200000000000273,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.62660507025678,178.1512,467.9328451923296,178.66,469.2692618520763,0.5088000000000079,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.62866283910927,178.088,468.1333076912916,178.66,469.63690283526216,0.5720000000000027,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6309634248384275,178.018,468.3588469628872,178.66,470.0479254816335,0.6419999999999959,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.632209227325165,178.03,468.6122087406991,178.66,470.270500553914,0.6299999999999955,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.635027327619687,177.934,468.86095251268137,178.49,470.3260277068379,0.5560000000000116,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6390358981687725,177.747,469.0807137918048,178.49,471.04151746414425,0.742999999999995,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6448420805027144,177.468,469.3748343426557,178.12,471.0992713791435,0.6520000000000152,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.646911123437408,177.427,469.633499898129,178.12,471.4678093066712,0.693000000000012,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.6495968238657253,177.351,469.90864630941024,178.12,471.94618626696297,0.7690000000000055,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.6504832239034712,177.407,470.2142773030432,177.86,471.41494620347146,0.4530000000000029,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.651558190324332,177.403,470.3943776381074,177.86,471.6061397310857,0.457000000000022,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.6527652051405943,177.3908,470.5761419520542,177.86,471.8208193863061,0.4692000000000007,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.655850856490322,177.255,470.762843567192,177.86,472.3696333353687,0.6050000000000182,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,2.658635482233114,177.16,471.0038620324185,177.86,472.8649068699817,0.700000000000017,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.6616986166239487,177.061,471.283018758053,177.61,472.7442912985796,0.5490000000000066,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2.6644413720488243,176.961,471.5022096391321,177.63,473.28472091703264,0.6689999999999827,0,17.95,518.51,3885.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
