"trade_count","current_datetime","currency","volume","buy_exchange","buy_price","total_purchase_amount","sell_exchange","sell_price","total_sale_amount","profit","spread_percentage","wallet_balance"
4122,"2024-04-10T22:25:23.232490","bitcoin",0.016814297076854428,"Binanceus",70589.7,1186.916186366031,"Poloniex",70913.08,1192.3535937547442,5.437407388713154,0.45811216083933587,4747.664745464123
4123,"2024-04-10T22:25:23.232490","solana",5.1110245149826214,"Binanceus",174.17,890.1871397745231,"Kraken",174.78,893.3048647286626,3.117724954139476,0.3502325314348129,3857.4776056896003
4124,"2024-04-10T22:25:52.411629","bitcoin",0.016765164754729413,"Binanceus",70898.63,1188.6272128346016,"Bitstamp",71083,1191.7182062604309,3.0909934258293106,0.2600473380092046,4754.508851338405
4125,"2024-04-10T22:25:52.411629","solana",5.111642257029535,"Binanceus",174.4,891.470409625951,"Kraken",175.14,895.2530248961527,3.7826152702017453,0.4243119266054935,3863.038441712454
4126,"2024-04-10T22:26:22.022751","solana",5.1125706073801656,"Binanceus",174.57,892.5014509303554,"Kraken",175.2,895.7223704130049,3.2209194826494922,0.36088675030073636,5057.508221938681
4127,"2024-04-10T22:26:51.483865","solana",5.112409623019138,"Binanceus",174.67,892.9845888527527,"Gemini",175.256,895.9804608918421,2.995872039089363,0.33548978072938274,5060.2460034989335
4128,"2024-04-10T22:27:20.399681","solana",5.114982364794277,"Binanceus",174.67,893.4339696586163,"Gemini",175.208,896.1858301708756,2.751860512259327,0.30800938913380144,5062.792494732159
4129,"2024-04-10T22:27:20.399681","xrp",1445.452143113762,"Binanceus",0.6181,893.4339696586163,"Kraken",0.62008,896.2959649019815,2.861995243365186,0.3203365151269991,4169.358525073542
4130,"2024-04-10T22:27:49.353101","solana",5.119803332123203,"Binanceus",174.67,894.2760480219598,"Gemini",175.225,897.1175388712882,2.841490849328352,0.31774202782390043,5067.564272124439
4131,"2024-04-10T22:28:19.002402","solana",5.118434048337294,"Binanceus",174.8,894.702271649359,"Gemini",175.386,897.7016740016846,2.99940235232566,0.3352402745995333,5069.979539346368
4132,"2024-04-10T22:29:46.020933","xrp",1449.8739585393716,"Binanceus",0.6174,895.152182002208,"Bitstamp",0.61901,897.4864790754564,2.334297073248422,0.2607709750566894,5072.529031345845
4133,"2024-04-10T22:30:15.123933","solana",5.1327009030962065,"Binanceus",174.47,895.5023265631952,"Gemini",174.98,898.1200040237742,2.6176774605789888,0.2923138648478196,5074.5131838581065
4134,"2024-04-10T22:30:44.827523","xrp",1451.782495839057,"Binanceus",0.6171,895.894978182282,"Bitstamp",0.61865,898.1452410508326,2.250262868550635,0.2511748501053397,5076.738209699599
4135,"2024-04-10T22:32:12.419750","solana",5.136002966261116,"Binanceus",174.5,896.2325176125647,"Gemini",174.958,898.5848069711124,2.3522893585476368,0.26246418338108796,5078.650933137867
4136,"2024-04-10T22:33:10.815669","bitcoin",0.016947144234183396,"Binanceus",70539.74,1195.447148021796,"Kraken",70728.7,1198.6494803962871,3.2023323744911067,0.267877369550826,4781.788592087183
4137,"2024-04-10T22:33:10.815669","solana",5.139203032307387,"Binanceus",174.46,896.5853610163468,"Kraken",174.92,898.9493944112081,2.3640333948612806,0.2636707554740224,3885.2032310708364
4138,"2024-04-10T22:33:10.815669","xrp",1454.7872156682572,"Binanceus",0.6163,896.5853610163468,"Kraken",0.61794,898.9712120500429,2.385851033696099,0.26610417004706893,2988.6178700544897
4139,"2024-04-10T22:33:39.760090","bitcoin",0.01694551461051605,"Binanceus",70640.38,1197.0375913824057,"Kraken",70919,1201.7589506631878,4.721359280782053,0.3944203018160368,4788.150365529623
4140,"2024-04-10T22:33:39.760090","solana",5.143386958102573,"Binanceus",174.55,897.7781935368041,"Gemini",175.158,900.9053728073304,3.1271792705263124,0.3483242623889863,3890.372171992819
4141,"2024-04-10T22:33:39.760090","xrp",1455.7778393656627,"Binanceus",0.6167,897.7781935368042,"Kraken",0.61951,901.8689292654217,4.09073572861746,0.45565104588940797,2992.5939784560146
4142,"2024-04-10T22:34:38.827127","solana",5.149516770729824,"Binanceus",174.69,899.5690846787929,"Kraken",175.31,902.7617850766455,3.1927003978526045,0.3549144198294147,5097.558146513161
4143,"2024-04-10T22:35:07.411968","bitcoin",0.016931274068539805,"Binanceus",70878.54,1200.0639863179613,"Poloniex",71098.68,1203.7912369914095,3.727250673448225,0.31058766165330076,4800.255945271845
4144,"2024-04-10T22:35:07.411968","solana",5.145483591004293,"Binanceus",174.92,900.0479897384708,"Kraken",175.38,902.4149121903329,2.366922451862024,0.26297736107935515,3900.2079555333744
4145,"2024-04-10T22:35:36.565650","solana",5.150709556981864,"Binanceus",174.92,900.9621157072676,"Bitstamp",175.3838,903.351014799796,2.3888990925283906,0.26514978275784384,5105.451989007849
4146,"2024-04-10T22:37:04.003403","solana",5.152758121261987,"Binanceus",174.92,901.3204505711466,"Kraken",175.38,903.6907193069272,2.3702687357806553,0.26297736107935515,5107.4825532364985
4147,"2024-04-10T22:37:33.106906","solana",5.154790709361502,"Binanceus",174.92,901.6759908815139,"Bitstamp",175.4136,904.2203955756548,2.544404694140894,0.2821861422364595,5109.497281661912
4148,"2024-04-10T22:39:29.743650","solana",5.1667200388661145,"Binanceus",174.59,902.057651585635,"Kraken",175.11,904.7443460058454,2.686694420210415,0.2978406552494474,5111.660025651932
4149,"2024-04-10T22:40:27.739087","solana",5.166660879078643,"Binanceus",174.67,902.4606557486666,"Kraken",175.12,904.785653144252,2.3249973955854557,0.2576286712085745,5113.94371590911
4150,"2024-04-10T22:40:56.800537","ethereum",0.33954723320893965,"Binanceus",3545.15,1203.7458738106725,"Bitstamp",3554.1,1206.7848215478923,3.0389477372198144,0.2524575828949358,4814.98349524269
4151,"2024-04-10T22:46:46.729849","bitcoin",0.017082885299672862,"Binanceus",70500.6,1204.3536633581166,"Gemini",70728.81,1208.2521486123549,3.898485254238267,0.32369937277128397,4817.414653432466
4152,"2024-04-10T22:47:15.460129","bitcoin",0.01709394473818612,"Binanceus",70500.6,1205.1333604089643,"Bitstamp",70728,1209.020523442428,3.887163033463594,0.32255044637917146,4820.533441635857
4153,"2024-04-10T22:47:44.330514","bitcoin",0.017104972057197482,"Binanceus",70500.6,1205.910793015657,"Kraken",70707.1,1209.4429697454682,3.5321767298112263,0.2929053086073026,4823.643172062628
4154,"2024-04-10T22:55:03.360276","bitcoin",0.017125162891264423,"Binanceus",70458.73,1206.6172283616193,"Bitstamp",70651,1209.9098834307226,3.2926550691033754,0.2728831473402999,4826.468913446477
4155,"2024-04-10T22:55:32.334360","bitcoin",0.017134509227961392,"Binanceus",70458.73,1207.2757593754402,"Bitstamp",70654,1210.6216149923841,3.345855616943936,0.2771409589698879,4829.10303750176
4156,"2024-04-10T22:56:01.105788","bitcoin",0.017144006576599223,"Binanceus",70458.73,1207.9449304988289,"Bitstamp",70671,1211.5840887748436,3.6391582760147685,0.3012685582042198,4831.779721995315
4157,"2024-04-10T23:00:22.240802","solana",5.225412564073806,"Binanceus",173.48,906.5045716155238,"Kraken",174.15,910.0055980334533,3.501026417929552,0.3862116670509661,5136.859239154635
4158,"2024-04-10T23:01:21.345343","solana",5.213713430926098,"Binanceus",173.97,907.0297255782132,"Kraken",174.47,909.6365822936763,2.6068567154630955,0.28740587457607636,5139.835111609875
4159,"2024-04-10T23:06:38.787878","bitcoin",0.017175337734683306,"Binanceus",70443.7,1209.8943387807103,"Poloniex",70628.29,1213.0647343731555,3.1703955924451748,0.26203904678487433,4839.577355122841
4160,"2024-04-10T23:09:03.154086","bitcoin",0.017153583929420426,"Binanceus",70570,1210.5284178991994,"Bitstamp",70784,1214.1992848600955,3.6708669608960918,0.3032450049596146,4842.113671596797
4161,"2024-04-10T23:09:32.861329","bitcoin",0.01716398740670793,"Binanceus",70570,1211.2625912913786,"Bitstamp",70785,1214.952848583821,3.690257292442311,0.3046620376930707,4845.050365165514
4162,"2024-04-11T00:01:09.172984","polygon",1016.7538438943932,"Gemini",0.88517,900,"Binanceus",0.8874,902.2673610718845,2.2673610718844657,0.25192900798716117,2100
4163,"2024-04-11T00:02:06.620349","polygon",1017.9823098902148,"Gemini",0.88477,900.6802083215653,"Binanceus",0.8874,903.3575017965766,2.677293475011311,0.2972523932773513,2101.587152750319
4164,"2024-04-11T00:02:35.600426","polygon",1018.5677604249123,"Gemini",0.88505,901.4833963640687,"Binanceus",0.8874,903.8770306010672,2.393634236998537,0.2655217219366096,2103.461258182827
4165,"2024-04-11T00:03:04.492522","polygon",1019.3791160218838,"Gemini",0.88505,902.2014866351682,"Binanceus",0.8874,904.5970275578196,2.395540922651435,0.2655217219366096,2105.1368021487256
4166,"2024-04-11T00:03:34.856722","polygon",1020.2026449787168,"Gemini",0.88504,902.9201489119636,"Binanceus",0.8874,905.3278271541133,2.4076782421497,0.2666546144806921,2106.8136807945816
4167,"2024-04-11T00:04:03.386992","polygon",1021.0649179487102,"Kraken",0.885,903.6424523846085,"Binanceus",0.8874,906.0930081876854,2.4505558030768952,0.2711864406779613,2108.4990555640866
4168,"2024-04-11T00:05:01.440597","polygon",1022.1266038941361,"Kraken",0.8848,904.3776191255316,"Binanceus",0.8874,907.0351482956563,2.6575291701246897,0.29385171790234355,2110.2144446262405
4169,"2024-04-11T00:05:30.115601","polygon",1022.9929793028818,"Bitstamp",0.88483,905.174877876569,"Binanceus",0.8874,907.8039698333773,2.629091956808338,0.2904512731259068,2112.0747150453276
4170,"2024-04-11T00:05:59.002290","polygon",1023.8033737864295,"Kraken",0.8849,905.9636054636114,"Binanceus",0.8874,908.5231138980774,2.559508434466011,0.2825177986213071,2113.9150794150937
4171,"2024-04-11T00:06:28.108427","polygon",1025.0186050123798,"Kraken",0.8846,906.7314579939513,"Binanceus",0.8874,909.6015100879858,2.870052094034577,0.31652724395205895,2115.7067353192197
4172,"2024-04-11T00:06:58.122855","polygon",1026.4560886927864,"Kraken",0.8842,907.5924736221617,"Binanceus",0.8874,910.8771331059786,3.284659483816881,0.3619090703460734,2117.7157717850437
4173,"2024-04-11T00:13:39.880551","polygon",1028.9320538003315,"Gemini",0.88303,908.5778714673066,"Binanceus",0.8853,910.9135472294334,2.3356757621268116,0.2570694087403593,2120.015033423716
4174,"2024-04-11T00:14:08.878644","polygon",1029.7255746644448,"Gemini",0.88303,909.2785741959447,"Binanceus",0.8853,911.616051250433,2.3374770544883177,0.2570694087403593,2121.6500064572047
4175,"2024-04-11T00:21:30.178160","polygon",1031.7231488801488,"Kraken",0.882,909.9798173122912,"Binanceus",0.8846,912.6622974993796,2.6824801870884585,0.2947845804988715,2123.2862403953463
4176,"2024-04-11T00:26:47.110487","solana",2.644835546891504,"Bitstamp",172.1817,455.3922806842089,"Kraken",172.62,456.5515121044115,1.159231420202559,0.2545566689142912,2580.5562572105173
4177,"2024-04-11T00:32:05.301174","polygon",1031.6613231818094,"Poloniex",0.88317,911.1323307944787,"Binanceus",0.8855,913.5361016774922,2.4037708830135216,0.263822367154675,2125.97543852045
4178,"2024-04-11T00:32:34.219317","polygon",1032.4778491789605,"Poloniex",0.88317,911.8534620593825,"Binanceus",0.8859,914.6721265876411,2.818664528258523,0.3091137606576322,2127.658078138559
4179,"2024-04-11T00:33:02.934996","polygon",1033.4353085112266,"Poloniex",0.88317,912.69906141786,"Binanceus",0.8863,915.9337139335001,3.234652515640164,0.3544051541605768,2129.6311433083406
4180,"2024-04-11T00:33:31.689680","polygon",1034.5340729107104,"Poloniex",0.88317,913.6694571725521,"Binanceus",0.8869,917.528269264509,3.8588120919569064,0.42234224441500634,2131.8954000692884
4181,"2024-04-11T00:34:01.133132","polygon",1035.844855237541,"Poloniex",0.88317,914.8271008001391,"Binanceus",0.8867,918.4836331391276,3.6565323389885407,0.39969654766353396,2134.596568533658
4182,"2024-04-11T00:34:29.746770","polygon",1037.0869260752015,"Poloniex",0.88317,915.9240605018357,"Binanceus",0.8859,918.755307810021,2.8312473081853113,0.3091137606576322,2137.15614117095
4183,"2024-04-11T00:34:59.150400","polygon",1038.0486595947455,"Poloniex",0.88317,916.7734346942914,"Binanceus",0.8863,920.0225269988229,3.249092304531473,0.3544051541605768,2139.138014286679
4184,"2024-04-11T00:35:28.313186","polygon",1039.152328980435,"Poloniex",0.88317,917.7481623856507,"Binanceus",0.8866,921.3124548740537,3.564292488402998,0.3883736992877978,2141.412378899852
4185,"2024-04-11T00:35:57.263894","polygon",1040.363067282824,"Poloniex",0.88317,918.8174501321716,"Binanceus",0.8866,922.3858954529518,3.5684453207801425,0.3883736992877978,2143.9073836417338
4186,"2024-04-11T00:36:25.841236","polygon",1041.575216241953,"Poloniex",0.88317,919.8879837284057,"Binanceus",0.887,923.8772168066124,3.9892330782066665,0.43366509279074245,2146.40529536628
4187,"2024-04-11T00:36:54.257256","polygon",1042.9303006803534,"Poloniex",0.88317,921.0847536518677,"Binanceus",0.887,925.0791767034735,3.9944230516058497,0.43366509279074245,2149.1977585210248
4188,"2024-04-11T00:37:22.787681","polygon",1044.2871480772098,"Poloniex",0.88317,922.2830805673494,"Binanceus",0.887,926.2827003444852,3.999619777135763,0.43366509279074245,2151.993854657149
4189,"2024-04-11T00:37:51.575445","polygon",1045.645760726123,"Poloniex",0.88317,923.48296650049,"Binanceus",0.887,927.4877897640711,4.004823263581102,0.43366509279074245,2154.793588501144
4190,"2024-04-11T00:38:21.075303","polygon",1047.0061409236775,"Poloniex",0.88317,924.6844134795643,"Binanceus",0.887,928.694446999302,4.0100335197377035,0.43366509279074245,2157.5969647856505
4191,"2024-04-11T00:38:50.293235","polygon",1048.368290969446,"Poloniex",0.88317,925.8874235354856,"Binanceus",0.8865,929.3784899444138,3.491066408928191,0.3770508509120491,2160.4039882494667
4192,"2024-04-11T00:39:19.139410","polygon",1049.5541554379838,"Poloniex",0.88317,926.9347434581641,"Binanceus",0.8865,930.4297587957726,3.4950153376084927,0.3770508509120491,2162.8477347357166
4193,"2024-04-11T00:39:47.927459","polygon",1050.7413613001424,"Poloniex",0.88317,927.9832480594469,"Binanceus",0.8865,931.4822167925762,3.4989687331293453,0.3770508509120491,2165.2942454720423
4194,"2024-04-11T00:40:16.598800","polygon",1051.9299100732424,"Poloniex",0.88317,929.0329386793854,"Binanceus",0.8869,932.9566372439587,3.9236985645732148,0.42234224441500634,2167.743523585233
4195,"2024-04-11T00:40:45.340055","polygon",1053.2627333908054,"Poloniex",0.88317,930.2100482487576,"Binanceus",0.8871,934.3493707909835,4.139322542225841,0.4449879411664786,2170.4901125804345
4196,"2024-04-11T00:41:14.402924","polygon",1054.6688010365222,"Poloniex",0.88317,931.4518450114252,"Binanceus",0.8871,935.5966933994988,4.144848388073569,0.4449879411664786,2173.3876383599927
